"pill family","route","file path","line","pill visible text","origin of visible text","tooltip text","origin of tooltip text","condition shown","resource type","schema property","schema name","schema description","schema description source","value kind","retrieved","notes"
"accordion property","/search","src/views/search/components/results-list/components/card/metadata-accordion/index.tsx","158","Software Help","hardcoded label: in src/components/metadata/helpers.ts, wired to 'softwareHelp' by the switch in generateMetadataContent","(no description for this resource type - tooltip is empty)","configs/schema-definitions.json - description[type] || abstract[type] || description['Dataset']","the record has softwareHelp data and @type is Dataset, ResourceCatalog, Sample, DataCollection","Dataset, ResourceCatalog, Sample, DataCollection","softwareHelp","Software Help","","(none - empty tooltip)","resolved","","no wording for this type - the tooltip renders empty; wording varies by resource type (2 distinct)"
"accordion property","/search","src/views/search/components/results-list/components/card/metadata-accordion/index.tsx","158","Software Help","hardcoded label: in src/components/metadata/helpers.ts, wired to 'softwareHelp' by the switch in generateMetadataContent","URL to access software application help.","configs/schema-definitions.json - description[type] || abstract[type] || description['Dataset']","the record has softwareHelp data and @type is ComputationalTool","ComputationalTool","softwareHelp","Software Help","URL to access software application help.","description[type]","resolved","","wording varies by resource type (2 distinct)"
"accordion property","/search","src/views/search/components/results-list/components/card/metadata-accordion/index.tsx","158","Software Help","hardcoded label: in src/components/metadata/helpers.ts, wired to 'softwareHelp'","No software help data.","template at src/views/search/components/results-list/components/card/metadata-accordion/index.tsx:158","the record has NO softwareHelp data (isDisabled)","(not type-dependent)","softwareHelp","Software Help","[ComputationalTool] URL to access software application help.","ComputationalTool only","literal","","empty state - the schema description is not shown"
"accordion property","/search","src/views/search/components/results-list/components/card/metadata-accordion/index.tsx","158","Software Requirements","hardcoded label: in src/components/metadata/helpers.ts, wired to 'softwareRequirements' by the switch in generateMetadataContent","(no description for this resource type - tooltip is empty)","configs/schema-definitions.json - description[type] || abstract[type] || description['Dataset']","the record has softwareRequirements data and @type is Dataset, ResourceCatalog, Sample, DataCollection","Dataset, ResourceCatalog, Sample, DataCollection","softwareRequirements","Software Requirements","","(none - empty tooltip)","resolved","","no wording for this type - the tooltip renders empty; wording varies by resource type (2 distinct)"
"accordion property","/search","src/views/search/components/results-list/components/card/metadata-accordion/index.tsx","158","Software Requirements","hardcoded label: in src/components/metadata/helpers.ts, wired to 'softwareRequirements' by the switch in generateMetadataContent","Component dependency requirements for application. This includes runtime environments and shared libraries that are not included in the application distribution package, but required to run the application (Examples: DirectX, Java or .NET runtime).","configs/schema-definitions.json - description[type] || abstract[type] || description['Dataset']","the record has softwareRequirements data and @type is ComputationalTool","ComputationalTool","softwareRequirements","Software Requirements","Component dependency requirements for application. This includes runtime environments and shared libraries that are not included in the application distribution package, but required to run the application (Examples: DirectX, Java or .NET runtime).","description[type]","resolved","","wording varies by resource type (2 distinct)"
"accordion property","/search","src/views/search/components/results-list/components/card/metadata-accordion/index.tsx","158","Software Requirements","hardcoded label: in src/components/metadata/helpers.ts, wired to 'softwareRequirements'","No software requirements data.","template at src/views/search/components/results-list/components/card/metadata-accordion/index.tsx:158","the record has NO softwareRequirements data (isDisabled)","(not type-dependent)","softwareRequirements","Software Requirements","[ComputationalTool] Component dependency requirements for application. This includes runtime environments and shared libraries that are not included in the application distribution package, but required to run the application (Examples: DirectX, Java or .NET runtime).","ComputationalTool only","literal","","empty state - the schema description is not shown"
"accordion property","/search","src/views/search/components/results-list/components/card/metadata-accordion/index.tsx","158","Software Version","hardcoded label: in src/components/metadata/helpers.ts, wired to 'softwareVersion' by the switch in generateMetadataContent","(no description for this resource type - tooltip is empty)","configs/schema-definitions.json - description[type] || abstract[type] || description['Dataset']","the record has softwareVersion data and @type is Dataset, ResourceCatalog, Sample, DataCollection","Dataset, ResourceCatalog, Sample, DataCollection","softwareVersion","Software Version","","(none - empty tooltip)","resolved","","no wording for this type - the tooltip renders empty; wording varies by resource type (2 distinct)"
"accordion property","/search","src/views/search/components/results-list/components/card/metadata-accordion/index.tsx","158","Software Version","hardcoded label: in src/components/metadata/helpers.ts, wired to 'softwareVersion' by the switch in generateMetadataContent","Software version.","configs/schema-definitions.json - description[type] || abstract[type] || description['Dataset']","the record has softwareVersion data and @type is ComputationalTool","ComputationalTool","softwareVersion","Software Version","Software version.","description[type]","resolved","","wording varies by resource type (2 distinct)"
"accordion property","/search","src/views/search/components/results-list/components/card/metadata-accordion/index.tsx","158","Software Version","hardcoded label: in src/components/metadata/helpers.ts, wired to 'softwareVersion'","No software version data.","template at src/views/search/components/results-list/components/card/metadata-accordion/index.tsx:158","the record has NO softwareVersion data (isDisabled)","(not type-dependent)","softwareVersion","Software Version","[ComputationalTool] Software version.","ComputationalTool only","literal","","empty state - the schema description is not shown"
"funding ID","/resources","src/components/metadata/components/tag.tsx","22","ID | <funding identifier>","label 'ID' hardcoded at src/components/metadata/helpers.ts:388, value is funding.identifier from the NDE API","<funding identifier>","src/components/metadata/helpers.ts:391 - the identifier, repeated","funding.identifier or funding.url is present","(not type-dependent)","funding.identifier","Funding Identifier","[Dataset, Sample, DataCollection] Unique identifier(s) for the grant(s) used to fund the Dataset | [ComputationalTool] Unique identifier(s) for the grant(s) used to fund the development of this computational tool | [ResourceCatalog] Unique identifier(s) for the grant(s) used to fund the resource catalog","varies by type (3 wordings)","literal","","the tooltip repeats the visible value rather than explaining it; falls back to the literal ""Funding ID"" when no identifier exists"
"funding ID","/search","src/components/metadata/components/tag.tsx","22","ID | <funding identifier>","label 'ID' hardcoded at src/components/metadata/helpers.ts:388, value is funding.identifier from the NDE API","<funding identifier>","src/components/metadata/helpers.ts:391 - the identifier, repeated","funding.identifier or funding.url is present","(not type-dependent)","funding.identifier","Funding Identifier","[Dataset, Sample, DataCollection] Unique identifier(s) for the grant(s) used to fund the Dataset | [ComputationalTool] Unique identifier(s) for the grant(s) used to fund the development of this computational tool | [ResourceCatalog] Unique identifier(s) for the grant(s) used to fund the resource catalog","varies by type (3 wordings)","literal","","the tooltip repeats the visible value rather than explaining it; falls back to the literal ""Funding ID"" when no identifier exists"
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","UniProt Taxon","infectiousAgent.inDefinedTermSet from the NDE API","See UniProt taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","infectiousAgent.inDefinedTermSet === 'UniProt'","(not type-dependent)","infectiousAgent","Pathogen Species","[Dataset, ComputationalTool, ResourceCatalog, Sample] Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2). | [DataCollection] Infectious agent(s) / pathogen(s) which are the focus of the data collection (like SARS-CoV-2).","varies by type (2 wordings)","sampled example","2026-08-28","pill label ""UniProt Taxon"" but the tooltip interpolates the raw value ""UniProt"""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","UniProt Taxon","infectiousAgent.inDefinedTermSet from the NDE API","See UniProt taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","infectiousAgent.inDefinedTermSet === 'UniProt'","(not type-dependent)","infectiousAgent","Pathogen Species","[Dataset, ComputationalTool, ResourceCatalog, Sample] Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2). | [DataCollection] Infectious agent(s) / pathogen(s) which are the focus of the data collection (like SARS-CoV-2).","varies by type (2 wordings)","sampled example","2026-08-28","pill label ""UniProt Taxon"" but the tooltip interpolates the raw value ""UniProt"""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","UniProt Taxon","species.inDefinedTermSet from the NDE API","See UniProt taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","species.inDefinedTermSet === 'UniProt'","(not type-dependent)","species","Species","[Dataset, ComputationalTool, ResourceCatalog, Sample] Species / host organism from which the dataset has been collected. | [DataCollection] Species(es) / host organism from which records in the data collection have been collected, or is the focus of grouping of records in the data collection.","varies by type (2 wordings)","sampled example","2026-08-28","pill label ""UniProt Taxon"" but the tooltip interpolates the raw value ""UniProt"""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","UniProt Taxon","species.inDefinedTermSet from the NDE API","See UniProt taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","species.inDefinedTermSet === 'UniProt'","(not type-dependent)","species","Species","[Dataset, ComputationalTool, ResourceCatalog, Sample] Species / host organism from which the dataset has been collected. | [DataCollection] Species(es) / host organism from which records in the data collection have been collected, or is the focus of grouping of records in the data collection.","varies by type (2 wordings)","sampled example","2026-08-28","pill label ""UniProt Taxon"" but the tooltip interpolates the raw value ""UniProt"""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","MONDO","healthCondition.inDefinedTermSet from the NDE API","See MONDO ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'MONDO'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","MONDO","healthCondition.inDefinedTermSet from the NDE API","See MONDO ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'MONDO'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","NCIT","healthCondition.inDefinedTermSet from the NDE API","See NCIT ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'NCIT'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","NCIT","healthCondition.inDefinedTermSet from the NDE API","See NCIT ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'NCIT'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","HP","healthCondition.inDefinedTermSet from the NDE API","See HP ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'HP'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","HP","healthCondition.inDefinedTermSet from the NDE API","See HP ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'HP'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","CIDO","healthCondition.inDefinedTermSet from the NDE API","See CIDO ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'CIDO'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","CIDO","healthCondition.inDefinedTermSet from the NDE API","See CIDO ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'CIDO'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","CPONT","healthCondition.inDefinedTermSet from the NDE API","See CPONT ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'CPONT'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","CPONT","healthCondition.inDefinedTermSet from the NDE API","See CPONT ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'CPONT'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","OHMI","healthCondition.inDefinedTermSet from the NDE API","See OHMI ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'OHMI'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","OHMI","healthCondition.inDefinedTermSet from the NDE API","See OHMI ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'OHMI'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","EFO","healthCondition.inDefinedTermSet from the NDE API","See EFO ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'EFO'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","EFO","healthCondition.inDefinedTermSet from the NDE API","See EFO ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'EFO'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","MeSH","healthCondition.inDefinedTermSet from the NDE API","See MeSH ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'MeSH'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","MeSH","healthCondition.inDefinedTermSet from the NDE API","See MeSH ontology information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","healthCondition.inDefinedTermSet === 'MeSH'","(not type-dependent)","healthCondition","Health Condition","[Dataset, ComputationalTool, ResourceCatalog, Sample] The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus). | [DataCollection] The infectious disease(s) / health condition(s) which are the focus of the data collection.","varies by type (2 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","CHMO","measurementTechnique.inDefinedTermSet from the NDE API","See CHMO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'CHMO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","CHMO","measurementTechnique.inDefinedTermSet from the NDE API","See CHMO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'CHMO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","NCIT","measurementTechnique.inDefinedTermSet from the NDE API","See NCIT taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'NCIT'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","NCIT","measurementTechnique.inDefinedTermSet from the NDE API","See NCIT taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'NCIT'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","ADO","measurementTechnique.inDefinedTermSet from the NDE API","See ADO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'ADO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","ADO","measurementTechnique.inDefinedTermSet from the NDE API","See ADO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'ADO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
