"route","file path","line","element / component","attribute","label copy","label source","scope","value kind","retrieved"
"/404","src/components/search-bar/index.tsx","77","Input (secondary)","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/about","src/components/search-bar/index.tsx","77","Input (secondary)","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/knowledge-center","src/components/search-bar/index.tsx","77","Input (secondary)","aria-label","Search Knowledge Center","passed by src/pages/knowledge-center/[[...slug]].tsx:140","shared","value (resolved)",""
"/knowledge-center/[...slug]","src/components/search-bar/index.tsx","77","Input (secondary)","aria-label","Search Knowledge Center","passed by src/pages/knowledge-center/[[...slug]].tsx:140","shared","value (resolved)",""
"/resources","src/components/search-bar/index.tsx","77","Input (secondary)","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/search","src/components/search-bar/index.tsx","77","Input (secondary)","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/404","src/components/search-bar/index.tsx","231","SearchInput (ariaLabel prop)","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/about","src/components/search-bar/index.tsx","231","SearchInput (ariaLabel prop)","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/knowledge-center","src/components/search-bar/index.tsx","231","SearchInput (ariaLabel prop)","aria-label","Search Knowledge Center","passed by src/pages/knowledge-center/[[...slug]].tsx:140","shared","value (resolved)",""
"/knowledge-center/[...slug]","src/components/search-bar/index.tsx","231","SearchInput (ariaLabel prop)","aria-label","Search Knowledge Center","passed by src/pages/knowledge-center/[[...slug]].tsx:140","shared","value (resolved)",""
"/resources","src/components/search-bar/index.tsx","231","SearchInput (ariaLabel prop)","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/search","src/components/search-bar/index.tsx","231","SearchInput (ariaLabel prop)","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/404","src/components/search-bar/index.tsx","95","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/about","src/components/search-bar/index.tsx","95","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/knowledge-center","src/components/search-bar/index.tsx","95","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/knowledge-center/[...slug]","src/components/search-bar/index.tsx","95","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/resources","src/components/search-bar/index.tsx","95","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/search","src/components/search-bar/index.tsx","95","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/404","src/components/search-bar/index.tsx","281","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/about","src/components/search-bar/index.tsx","281","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/knowledge-center","src/components/search-bar/index.tsx","281","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/knowledge-center/[...slug]","src/components/search-bar/index.tsx","281","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/resources","src/components/search-bar/index.tsx","281","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/search","src/components/search-bar/index.tsx","281","IconButton","aria-label","View search history.","hardcoded in JSX","shared","literal",""
"/404","src/components/search-bar/index.tsx","316","IconButton","aria-label","Close search history.","hardcoded in JSX","shared","literal",""
"/about","src/components/search-bar/index.tsx","316","IconButton","aria-label","Close search history.","hardcoded in JSX","shared","literal",""
"/knowledge-center","src/components/search-bar/index.tsx","316","IconButton","aria-label","Close search history.","hardcoded in JSX","shared","literal",""
"/knowledge-center/[...slug]","src/components/search-bar/index.tsx","316","IconButton","aria-label","Close search history.","hardcoded in JSX","shared","literal",""
"/resources","src/components/search-bar/index.tsx","316","IconButton","aria-label","Close search history.","hardcoded in JSX","shared","literal",""
"/search","src/components/search-bar/index.tsx","316","IconButton","aria-label","Close search history.","hardcoded in JSX","shared","literal",""
"/advanced-search","src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/TreeItemActions.tsx","45","Action (drag handle)","aria-label","drag item","hardcoded in JSX","route-specific","literal",""
"/advanced-search","src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/TreeItemActions.tsx","54","Action (collapse)","aria-label","collapse items","hardcoded in JSX","route-specific","literal",""
"/advanced-search","src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/TreeItemActions.tsx","69","Action (collapse)","aria-label","collapse items","hardcoded in JSX","route-specific","literal",""
"/advanced-search","src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/TreeItemActions.tsx","84","Remove","aria-label","remove item","hardcoded in JSX","route-specific","literal",""
"/advanced-search","src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/Actions/Remove.tsx","14","Action","aria-label","remove item","passed by src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/TreeItemActions.tsx:84","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/Actions/Action.tsx","12","Button","aria-label","drag item","passed by src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/TreeItemActions.tsx:45","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/Actions/Action.tsx","12","Button","aria-label","collapse items","passed by src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/TreeItemActions.tsx:54","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/EditableQueryText/index.tsx","204","IconButton","aria-label","Cancel","hardcoded in JSX","route-specific","literal",""
"/advanced-search","src/components/advanced-search/components/EditableQueryText/index.tsx","212","IconButton","aria-label","Accept Edit.","hardcoded in JSX","route-specific","literal",""
"/advanced-search","src/components/advanced-search/components/EditableQueryText/index.tsx","223","IconButton","aria-label","Edit","hardcoded in JSX","route-specific","literal",""
"/advanced-search","src/components/advanced-search/components/EditableQueryText/index.tsx","281","Input","aria-labelledby","Edit query input","text of the referenced element","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","255","Select","aria-labelledby","Select field","text of the referenced element","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/EditableContent/SearchLabel.tsx","46","Select","aria-labelledby","Select field","text of the referenced element","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/SearchInput/components/TextInput.tsx","59","DropdownButton (ariaLabel prop)","aria-label","Add","hardcoded in JSX","route-specific","literal",""
"/advanced-search","src/components/advanced-search/components/Search/components/SearchInput/components/InputSubmitButton.tsx","47","DropdownButton (ariaLabel prop)","aria-label","Submit button","hardcoded in JSX","route-specific","literal",""
"/advanced-search","src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/UnionButton.tsx","26","DropdownButton (ariaLabel prop)","aria-label","union between query elements","hardcoded in JSX","route-specific","literal",""
"/advanced-search","src/components/search-with-predictive-text/components/PredictiveSearch.tsx","117","SearchInput (ariaLabel prop)","aria-label","Add","passed by src/components/advanced-search/components/Search/components/SearchInput/components/TextInput.tsx:59","route-specific","value (resolved)",""
"/advanced-search","src/components/dropdown-button/index.tsx","60","Button","aria-label","Add","passed by src/components/advanced-search/components/Search/components/SearchInput/components/TextInput.tsx:59","shared","value (resolved)",""
"/advanced-search","src/components/dropdown-button/index.tsx","60","Button","aria-label","Submit button","passed by src/components/advanced-search/components/Search/components/SearchInput/components/InputSubmitButton.tsx:47","shared","value (resolved)",""
"/advanced-search","src/components/dropdown-button/index.tsx","60","Button","aria-label","union between query elements","passed by src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/UnionButton.tsx:26","shared","value (resolved)",""
"/advanced-search","src/components/dropdown-button/index.tsx","70","IconButton","aria-label","Add","passed by src/components/advanced-search/components/Search/components/SearchInput/components/TextInput.tsx:59","shared","value (resolved)",""
"/advanced-search","src/components/dropdown-button/index.tsx","70","IconButton","aria-label","Submit button","passed by src/components/advanced-search/components/Search/components/SearchInput/components/InputSubmitButton.tsx:47","shared","value (resolved)",""
"/advanced-search","src/components/dropdown-button/index.tsx","70","IconButton","aria-label","union between query elements","passed by src/components/advanced-search/components/SortableWithCombine/components/TreeItem/components/UnionButton.tsx:26","shared","value (resolved)",""
"/resources","src/components/resource-sections/components/sidebar/components/external/components/altmetric.tsx","24","Link/Box","aria-label","altmetric badge for doi 10.25337/T7/ptycho.v2.0/CO.840539006","template in JSX + doi from the NDE API - one real sampled value; this string is per-record","route-specific","value (sampled example)","2026-08-26"
"/resources","src/components/resource-sections/components/based-on/index.tsx","173","Table (ariaLabel)","aria-label","Counts of COVID-19 reported in COLOMBIA: 2020-2021","section title from NDE API resource data - one real sampled value; this string is per-record","route-specific","value (sampled example)","2026-08-26"
"/resources","src/components/resource-sections/components/section/index.tsx","59","Button","aria-label","show more details about Counts of COVID-19 reported in COLOMBIA: 2020-2021","template in JSX + resource name from the NDE API - one real sampled value; this string is per-record","route-specific","value (sampled example)","2026-08-26"
"/resources","src/components/resource-sections/components/authors/index.tsx","171","Link","aria-label","Personal website.","hardcoded in JSX","route-specific","literal",""
"/resources","src/components/resource-sections/components/cited-by-table/index.tsx","104","Table","aria-label","Cited by information","hardcoded in JSX","route-specific","literal",""
"/resources","src/components/resource-sections/components/funding/index.tsx","137","Table","aria-label","Grant and funding information","hardcoded in JSX","route-specific","literal",""
"/resources","src/components/resource-sections/components/files-table/index.tsx","24","Table (ariaLabel prop)","aria-label","List of downloadable files.","hardcoded in JSX","route-specific","literal",""
"/resources","src/components/resource-sections/components/samples/components/SampleTable/index.tsx","39","Table (ariaLabel prop)","aria-label","Samples","the sample section config in the same view","route-specific","value (resolved)",""
"/resources","src/components/copy-button/index.tsx","51","Button","aria-label","Copy","literal passed by each caller as buttonText/copiedText","shared","value (resolved)",""
"/resources","src/components/copy-button/index.tsx","51","Button","aria-label","Metadata copied!","literal passed by each caller as buttonText/copiedText","shared","value (resolved)",""
"/resources","src/components/copy-button/index.tsx","51","Button","aria-label","Copy Resource ID","literal passed by each caller as buttonText/copiedText","shared","value (resolved)",""
"/resources","src/components/copy-button/index.tsx","51","Button","aria-label","Resource ID Copied!","literal passed by each caller as buttonText/copiedText","shared","value (resolved)",""
"/resources","src/components/copy-button/index.tsx","51","Button","aria-label","Copy NCTID","literal passed by each caller as buttonText/copiedText","shared","value (resolved)",""
"/resources","src/components/copy-button/index.tsx","51","Button","aria-label","NCTID Copied!","literal passed by each caller as buttonText/copiedText","shared","value (resolved)",""
"/resources","src/components/copy-button/index.tsx","51","Button","aria-label","Copy DOI","literal passed by each caller as buttonText/copiedText","shared","value (resolved)",""
"/saved","src/components/bookmark-buttons/icon-button.tsx","24","IconButton","aria-label","Save query","passed by src/views/saved/table-config.tsx:93","shared","value (resolved)",""
"/saved","src/components/bookmark-buttons/icon-button.tsx","24","IconButton","aria-label","Remove saved query","passed by src/views/saved/table-config.tsx:93","shared","value (resolved)",""
"/search","src/components/bookmark-buttons/icon-button.tsx","24","IconButton","aria-label","Save this search","passed by src/views/search/components/search-results-header/index.tsx:108","shared","value (resolved)",""
"/search","src/components/bookmark-buttons/icon-button.tsx","24","IconButton","aria-label","Remove search from saved searches","passed by src/views/search/components/search-results-header/index.tsx:108","shared","value (resolved)",""
"/","src/components/table/index.tsx","641","Table","aria-label","List of repositories and resource catalogs","passed by src/pages/index.tsx:265","shared","value (resolved)",""
"/repository-matcher","src/components/table/index.tsx","641","Table","aria-label","Repository matcher table","passed by src/pages/repository-matcher.tsx:419","shared","value (resolved)",""
"/resources","src/components/table/index.tsx","641","Table","aria-label","List of downloadable files.","passed by src/components/resource-sections/components/files-table/index.tsx:24","shared","value (resolved)",""
"/resources","src/components/table/index.tsx","641","Table","aria-label","Samples","passed by src/components/resource-sections/components/samples/components/SampleTable/index.tsx:39","shared","value (resolved)",""
"/saved","src/components/table/index.tsx","641","Table","aria-label","Saved queries table","passed by src/views/saved/components/saved-table-section.tsx:193","shared","value (resolved)",""
"/saved","src/components/table/index.tsx","641","Table","aria-label","Saved resources table","passed by src/views/saved/components/saved-table-section.tsx:193","shared","value (resolved)",""
"/search","src/components/table/index.tsx","641","Table","aria-label","Dataset search results","passed by src/views/search/components/results-list/components/dataset-results-table/index.tsx:415","shared","value (resolved)",""
"/search","src/components/table/index.tsx","641","Table","aria-label","Computational tool search results","passed by src/views/search/components/results-list/components/computational-tool-results-table/index.tsx:353","shared","value (resolved)",""
"/search","src/components/table/index.tsx","641","Table","aria-label","Sample search results","passed by src/views/search/components/results-list/components/sample-results-table/index.tsx:524","shared","value (resolved)",""
"/search","src/components/table/index.tsx","641","Table","aria-label","Data collection search results","passed by src/views/search/components/results-list/components/data-collection-results-table/index.tsx:342","shared","value (resolved)",""
"/","src/components/table/index.tsx","697","Table (mobile)","aria-label","List of repositories and resource catalogs","passed by src/pages/index.tsx:265","shared","value (resolved)",""
"/repository-matcher","src/components/table/index.tsx","697","Table (mobile)","aria-label","Repository matcher table","passed by src/pages/repository-matcher.tsx:419","shared","value (resolved)",""
"/resources","src/components/table/index.tsx","697","Table (mobile)","aria-label","List of downloadable files.","passed by src/components/resource-sections/components/files-table/index.tsx:24","shared","value (resolved)",""
"/resources","src/components/table/index.tsx","697","Table (mobile)","aria-label","Samples","passed by src/components/resource-sections/components/samples/components/SampleTable/index.tsx:39","shared","value (resolved)",""
"/saved","src/components/table/index.tsx","697","Table (mobile)","aria-label","Saved queries table","passed by src/views/saved/components/saved-table-section.tsx:193","shared","value (resolved)",""
"/saved","src/components/table/index.tsx","697","Table (mobile)","aria-label","Saved resources table","passed by src/views/saved/components/saved-table-section.tsx:193","shared","value (resolved)",""
"/search","src/components/table/index.tsx","697","Table (mobile)","aria-label","Dataset search results","passed by src/views/search/components/results-list/components/dataset-results-table/index.tsx:415","shared","value (resolved)",""
"/search","src/components/table/index.tsx","697","Table (mobile)","aria-label","Computational tool search results","passed by src/views/search/components/results-list/components/computational-tool-results-table/index.tsx:353","shared","value (resolved)",""
"/search","src/components/table/index.tsx","697","Table (mobile)","aria-label","Sample search results","passed by src/views/search/components/results-list/components/sample-results-table/index.tsx:524","shared","value (resolved)",""
"/search","src/components/table/index.tsx","697","Table (mobile)","aria-label","Data collection search results","passed by src/views/search/components/results-list/components/data-collection-results-table/index.tsx:342","shared","value (resolved)",""
"/","src/components/table/index.tsx","718","Table (fallback)","aria-label","List of repositories and resource catalogs","passed by src/pages/index.tsx:265","shared","value (resolved)",""
"/repository-matcher","src/components/table/index.tsx","718","Table (fallback)","aria-label","Repository matcher table","passed by src/pages/repository-matcher.tsx:419","shared","value (resolved)",""
"/resources","src/components/table/index.tsx","718","Table (fallback)","aria-label","List of downloadable files.","passed by src/components/resource-sections/components/files-table/index.tsx:24","shared","value (resolved)",""
"/resources","src/components/table/index.tsx","718","Table (fallback)","aria-label","Samples","passed by src/components/resource-sections/components/samples/components/SampleTable/index.tsx:39","shared","value (resolved)",""
"/saved","src/components/table/index.tsx","718","Table (fallback)","aria-label","Saved queries table","passed by src/views/saved/components/saved-table-section.tsx:193","shared","value (resolved)",""
"/saved","src/components/table/index.tsx","718","Table (fallback)","aria-label","Saved resources table","passed by src/views/saved/components/saved-table-section.tsx:193","shared","value (resolved)",""
"/search","src/components/table/index.tsx","718","Table (fallback)","aria-label","Dataset search results","passed by src/views/search/components/results-list/components/dataset-results-table/index.tsx:415","shared","value (resolved)",""
"/search","src/components/table/index.tsx","718","Table (fallback)","aria-label","Computational tool search results","passed by src/views/search/components/results-list/components/computational-tool-results-table/index.tsx:353","shared","value (resolved)",""
"/search","src/components/table/index.tsx","718","Table (fallback)","aria-label","Sample search results","passed by src/views/search/components/results-list/components/sample-results-table/index.tsx:524","shared","value (resolved)",""
"/search","src/components/table/index.tsx","718","Table (fallback)","aria-label","Data collection search results","passed by src/views/search/components/results-list/components/data-collection-results-table/index.tsx:342","shared","value (resolved)",""
"/","src/components/table/components/sort-toggle.tsx","22","IconButton","aria-label","sort table column ascending","hardcoded in JSX","shared","literal",""
"/repository-matcher","src/components/table/components/sort-toggle.tsx","22","IconButton","aria-label","sort table column ascending","hardcoded in JSX","shared","literal",""
"/resources","src/components/table/components/sort-toggle.tsx","22","IconButton","aria-label","sort table column ascending","hardcoded in JSX","shared","literal",""
"/saved","src/components/table/components/sort-toggle.tsx","22","IconButton","aria-label","sort table column ascending","hardcoded in JSX","shared","literal",""
"/search","src/components/table/components/sort-toggle.tsx","22","IconButton","aria-label","sort table column ascending","hardcoded in JSX","shared","literal",""
"/","src/components/table/components/sort-toggle.tsx","32","IconButton","aria-label","sort table column descending","hardcoded in JSX","shared","literal",""
"/repository-matcher","src/components/table/components/sort-toggle.tsx","32","IconButton","aria-label","sort table column descending","hardcoded in JSX","shared","literal",""
"/resources","src/components/table/components/sort-toggle.tsx","32","IconButton","aria-label","sort table column descending","hardcoded in JSX","shared","literal",""
"/saved","src/components/table/components/sort-toggle.tsx","32","IconButton","aria-label","sort table column descending","hardcoded in JSX","shared","literal",""
"/search","src/components/table/components/sort-toggle.tsx","32","IconButton","aria-label","sort table column descending","hardcoded in JSX","shared","literal",""
"/","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to first page.","passed by src/components/table/components/pagination.tsx:158","shared","value (resolved)",""
"/","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to previous page.","passed by src/components/table/components/pagination.tsx:164","shared","value (resolved)",""
"/","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to next page.","passed by src/components/table/components/pagination.tsx:189","shared","value (resolved)",""
"/","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to last page.","passed by src/components/table/components/pagination.tsx:195","shared","value (resolved)",""
"/repository-matcher","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to first page.","passed by src/components/table/components/pagination.tsx:158","shared","value (resolved)",""
"/repository-matcher","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to previous page.","passed by src/components/table/components/pagination.tsx:164","shared","value (resolved)",""
"/repository-matcher","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to next page.","passed by src/components/table/components/pagination.tsx:189","shared","value (resolved)",""
"/repository-matcher","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to last page.","passed by src/components/table/components/pagination.tsx:195","shared","value (resolved)",""
"/resources","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to first page.","passed by src/components/table/components/pagination.tsx:158","shared","value (resolved)",""
"/resources","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to previous page.","passed by src/components/table/components/pagination.tsx:164","shared","value (resolved)",""
"/resources","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to next page.","passed by src/components/table/components/pagination.tsx:189","shared","value (resolved)",""
"/resources","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to last page.","passed by src/components/table/components/pagination.tsx:195","shared","value (resolved)",""
"/saved","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to first page.","passed by src/components/table/components/pagination.tsx:158","shared","value (resolved)",""
"/saved","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to previous page.","passed by src/components/table/components/pagination.tsx:164","shared","value (resolved)",""
"/saved","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to next page.","passed by src/components/table/components/pagination.tsx:189","shared","value (resolved)",""
"/saved","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to last page.","passed by src/components/table/components/pagination.tsx:195","shared","value (resolved)",""
"/search","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to first page.","passed by src/components/table/components/pagination.tsx:158","shared","value (resolved)",""
"/search","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to previous page.","passed by src/components/table/components/pagination.tsx:164","shared","value (resolved)",""
"/search","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to next page.","passed by src/components/table/components/pagination.tsx:189","shared","value (resolved)",""
"/search","src/components/table/components/pagination.tsx","107","IconButton (PaginationButton)","aria-label","Go to last page.","passed by src/components/table/components/pagination.tsx:195","shared","value (resolved)",""
"/","src/components/table/components/pagination.tsx","142","Select","aria-label","Select number of rows per page","hardcoded in JSX","shared","literal",""
"/repository-matcher","src/components/table/components/pagination.tsx","142","Select","aria-label","Select number of rows per page","hardcoded in JSX","shared","literal",""
"/resources","src/components/table/components/pagination.tsx","142","Select","aria-label","Select number of rows per page","hardcoded in JSX","shared","literal",""
"/saved","src/components/table/components/pagination.tsx","142","Select","aria-label","Select number of rows per page","hardcoded in JSX","shared","literal",""
"/search","src/components/table/components/pagination.tsx","142","Select","aria-label","Select number of rows per page","hardcoded in JSX","shared","literal",""
"/","src/components/table/components/pagination.tsx","177","Select","aria-label","Select page","hardcoded in JSX","shared","literal",""
"/repository-matcher","src/components/table/components/pagination.tsx","177","Select","aria-label","Select page","hardcoded in JSX","shared","literal",""
"/resources","src/components/table/components/pagination.tsx","177","Select","aria-label","Select page","hardcoded in JSX","shared","literal",""
"/saved","src/components/table/components/pagination.tsx","177","Select","aria-label","Select page","hardcoded in JSX","shared","literal",""
"/search","src/components/table/components/pagination.tsx","177","Select","aria-label","Select page","hardcoded in JSX","shared","literal",""
"/","src/components/table/components/pagination.tsx","158","IconButton (ariaLabel prop)","aria-label","Go to first page.","hardcoded in JSX","shared","literal",""
"/repository-matcher","src/components/table/components/pagination.tsx","158","IconButton (ariaLabel prop)","aria-label","Go to first page.","hardcoded in JSX","shared","literal",""
"/resources","src/components/table/components/pagination.tsx","158","IconButton (ariaLabel prop)","aria-label","Go to first page.","hardcoded in JSX","shared","literal",""
"/saved","src/components/table/components/pagination.tsx","158","IconButton (ariaLabel prop)","aria-label","Go to first page.","hardcoded in JSX","shared","literal",""
"/search","src/components/table/components/pagination.tsx","158","IconButton (ariaLabel prop)","aria-label","Go to first page.","hardcoded in JSX","shared","literal",""
"/","src/components/table/components/pagination.tsx","164","IconButton (ariaLabel prop)","aria-label","Go to previous page.","hardcoded in JSX","shared","literal",""
"/repository-matcher","src/components/table/components/pagination.tsx","164","IconButton (ariaLabel prop)","aria-label","Go to previous page.","hardcoded in JSX","shared","literal",""
"/resources","src/components/table/components/pagination.tsx","164","IconButton (ariaLabel prop)","aria-label","Go to previous page.","hardcoded in JSX","shared","literal",""
"/saved","src/components/table/components/pagination.tsx","164","IconButton (ariaLabel prop)","aria-label","Go to previous page.","hardcoded in JSX","shared","literal",""
"/search","src/components/table/components/pagination.tsx","164","IconButton (ariaLabel prop)","aria-label","Go to previous page.","hardcoded in JSX","shared","literal",""
"/","src/components/table/components/pagination.tsx","189","IconButton (ariaLabel prop)","aria-label","Go to next page.","hardcoded in JSX","shared","literal",""
"/repository-matcher","src/components/table/components/pagination.tsx","189","IconButton (ariaLabel prop)","aria-label","Go to next page.","hardcoded in JSX","shared","literal",""
"/resources","src/components/table/components/pagination.tsx","189","IconButton (ariaLabel prop)","aria-label","Go to next page.","hardcoded in JSX","shared","literal",""
"/saved","src/components/table/components/pagination.tsx","189","IconButton (ariaLabel prop)","aria-label","Go to next page.","hardcoded in JSX","shared","literal",""
"/search","src/components/table/components/pagination.tsx","189","IconButton (ariaLabel prop)","aria-label","Go to next page.","hardcoded in JSX","shared","literal",""
"/","src/components/table/components/pagination.tsx","195","IconButton (ariaLabel prop)","aria-label","Go to last page.","hardcoded in JSX","shared","literal",""
"/repository-matcher","src/components/table/components/pagination.tsx","195","IconButton (ariaLabel prop)","aria-label","Go to last page.","hardcoded in JSX","shared","literal",""
"/resources","src/components/table/components/pagination.tsx","195","IconButton (ariaLabel prop)","aria-label","Go to last page.","hardcoded in JSX","shared","literal",""
"/saved","src/components/table/components/pagination.tsx","195","IconButton (ariaLabel prop)","aria-label","Go to last page.","hardcoded in JSX","shared","literal",""
"/search","src/components/table/components/pagination.tsx","195","IconButton (ariaLabel prop)","aria-label","Go to last page.","hardcoded in JSX","shared","literal",""
"/","src/components/carousel/components/CarouselControls.tsx","38","IconButton","aria-label","previous carousel item","hardcoded in JSX","shared","literal",""
"/search","src/components/carousel/components/CarouselControls.tsx","38","IconButton","aria-label","previous carousel item","hardcoded in JSX","shared","literal",""
"/","src/components/carousel/components/CarouselControls.tsx","60","Box (progressbar)","aria-label","Carousel progress: 40% complete","template in JSX, value tracks scroll position - illustrative: the interpolated part varies per record","shared","value (sampled example)",""
"/search","src/components/carousel/components/CarouselControls.tsx","60","Box (progressbar)","aria-label","Carousel progress: 40% complete","template in JSX, value tracks scroll position - illustrative: the interpolated part varies per record","shared","value (sampled example)",""
"/","src/components/carousel/components/CarouselControls.tsx","83","Box (indicator dot)","aria-label","carousel indicator 2 of 5 (current)","template in JSX, value tracks scroll position - illustrative: the interpolated part varies per record","shared","value (sampled example)",""
"/search","src/components/carousel/components/CarouselControls.tsx","83","Box (indicator dot)","aria-label","carousel indicator 2 of 5 (current)","template in JSX, value tracks scroll position - illustrative: the interpolated part varies per record","shared","value (sampled example)",""
"/","src/components/carousel/components/CarouselControls.tsx","122","IconButton","aria-label","next carousel item","hardcoded in JSX","shared","literal",""
"/search","src/components/carousel/components/CarouselControls.tsx","122","IconButton","aria-label","next carousel item","hardcoded in JSX","shared","literal",""
"/diseases","src/components/table-of-contents/layouts/sidebar.tsx","22","Box as='nav'","aria-label","Navigation for list of disease pages.","passed by src/views/diseases/toc/index.tsx:80","shared","value (resolved)",""
"/features","src/components/table-of-contents/layouts/sidebar.tsx","22","Box as='nav'","aria-label","Navigation for list of featured pages.","passed by src/views/features/components/TableOfContents.tsx:44","shared","value (resolved)",""
"/program-collections","src/components/table-of-contents/layouts/sidebar.tsx","22","Box as='nav'","aria-label","Navigation for program collections list.","passed by src/pages/program-collections.tsx:108","shared","value (resolved)",""
"/sources","src/components/table-of-contents/layouts/sidebar.tsx","22","Box as='nav'","aria-label","Navigation for data sources.","passed by src/pages/sources.tsx:152","shared","value (resolved)",""
"/diseases","src/components/table-of-contents/layouts/section-search.tsx","21","SearchInput (ariaLabel prop)","aria-label","Search for a disease","passed by src/views/diseases/toc/index.tsx:110","shared","value (resolved)",""
"/features","src/components/table-of-contents/layouts/section-search.tsx","21","SearchInput (ariaLabel prop)","aria-label","Search for a featured page","passed by src/views/features/components/TableOfContents.tsx:74","shared","value (resolved)",""
"/program-collections","src/components/table-of-contents/layouts/section-search.tsx","21","SearchInput (ariaLabel prop)","aria-label","Search for a program collection","passed by src/pages/program-collections.tsx:149","shared","value (resolved)",""
"/sources","src/components/table-of-contents/layouts/section-search.tsx","21","SearchInput (ariaLabel prop)","aria-label","Search for a source","passed by src/views/sources/components/main.tsx:113","shared","value (resolved)",""
"/","src/components/search-input/index.tsx","134","IconButton","aria-label","search","hardcoded in JSX","shared","literal",""
"/diseases","src/components/search-input/index.tsx","134","IconButton","aria-label","search","hardcoded in JSX","shared","literal",""
"/features","src/components/search-input/index.tsx","134","IconButton","aria-label","search","hardcoded in JSX","shared","literal",""
"/knowledge-center","src/components/search-input/index.tsx","134","IconButton","aria-label","search","hardcoded in JSX","shared","literal",""
"/knowledge-center/[...slug]","src/components/search-input/index.tsx","134","IconButton","aria-label","search","hardcoded in JSX","shared","literal",""
"/program-collections","src/components/search-input/index.tsx","134","IconButton","aria-label","search","hardcoded in JSX","shared","literal",""
